AH_hour,H_hour,T1_hour,T2_hour,T3_hour,T4_hour,T5_hour,quality_class
4.36,159.0723333,223,358,483,358,207,Good
6.51,159.2921667,238,355,475,371,205,Good
9.23,159.1995,254,329,481,388,208,Good
6.7,158.5535,263,296,500,393,215,Good
6.59,158.923,282,326,523,370,215,Good
9.92,158.9531667,287,423,530,365,216,Good
8.37,158.7451667,284,477,511,352,216,Good
6.65,158.6128333,267,508,491,320,216,Good
7.79,158.8918333,253,501,498,364,220,Good
7.75,160.6296667,238,457,514,379,237,Good
7.15,167.5091667,216,399,508,353,248,Good
7.35,167.9376667,209,344,491,348,259,Good
6.98,192.4745,213,324,476,344,265,Good
8.32,194.2033333,219,327,474,319,264,Good
8.73,157.892,224,326,449,309,262,Good
7.91,157.9596667,221,338,445,307,260,Good
8.21,171.7635,221,352,478,304,256,Good
7.27,177.8275,222,363,505,302,250,Good
8.27,178.2683333,220,365,513,308,250,Good
9.34,178.4718333,211,366,497,315,259,Good
6.27,177.747,206,365,487,332,263,Good
7.04,178.4311667,202,361,489,342,245,Good
8.15,177.8695,199,344,475,358,236,Good
6.06,185.1203333,194,366,457,377,238,Good
5.8,190.8828333,215,363,427,392,239,Good
6.87,190.7455,216,355,440,401,240,Good
6.92,190.818,203,431,510,403,240,Good
9.12,176.474,202,455,524,394,244,Good
8.2,162.7911667,210,414,482,380,241,Good
6.2,163.1445,225,376,479,372,238,Good
8.25,162.856,241,359,493,356,236,Good
8.49,171.0506667,257,355,507,336,241,Good
8.41,176.1373333,266,351,526,330,244,Good
7.3,175.958,280,357,518,338,240,Good
6.85,176.0941667,268,363,531,347,244,Good
7.48,176.0926667,267,360,561,345,241,Good
8.19,175.9511667,278,352,567,344,236,Good
8.34,175.7553333,261,354,580,348,236,Bad
7.94,172.5166667,259,353,584,347,238,Bad
6.47,154.0205,255,343,579,360,235,Bad
7.01,160.0031667,245,344,568,368,239,Bad
8.57,163.9268333,237,345,570,373,238,Bad
7.68,163.9863333,234,344,564,382,240,Bad
7.85,164.309,245,350,546,387,243,Bad
7.63,164.3013333,254,351,572,377,252,Bad
7.24,163.855,252,362,572,377,265,Bad
6.8,164.4333333,254,365,563,363,256,Bad
5.7,162.7783333,260,345,566,362,231,Bad
6.86,158.08,262,315,570,373,237,Bad
6.71,163.5766667,260,304,573,374,234,Bad
7.17,180.1083333,258,325,568,362,244,Bad
8.26,180.2118333,246,344,550,321,244,Good
6.33,180.2573333,234,360,527,317,247,Good
8.3,179.8233333,230,381,516,353,245,Good
8.05,179.9891667,228,398,512,360,247,Good
7,180.8868333,227,367,509,347,259,Good
7.48,158.2008333,227,357,516,355,274,Good
7.46,152.6935,226,437,513,368,284,Good
6.99,152.819,224,483,506,361,295,Good
9.33,152.8981667,226,471,502,361,298,Good
10.27,152.5895,230,431,514,357,297,Good
7.64,153.1725,243,405,531,355,294,Good
5.69,152.4621667,255,392,548,352,291,Good
7.08,153.0215,271,394,559,349,287,Good
8.42,153.002,280,389,569,348,286,Good
6.37,152.604,275,404,588,349,278,Good
6.1,153.0365,279,385,590,352,265,Good
7,156.8705,278,387,592,354,259,Bad
7.3,157.2113333,277,384,589,355,259,Bad
7.8,157.0291667,274,369,589,353,271,Bad
7.21,157.1911667,265,359,601,352,281,Bad
6.28,157.577,247,363,584,351,288,Bad
7.91,156.8985,241,373,587,348,286,Bad
8.05,156.9308333,246,387,592,349,289,Bad
7.45,156.8723333,245,395,582,346,294,Bad
8.03,187.463,242,388,573,342,274,Bad
9,196.7228333,246,373,568,320,256,Bad
7.88,197.409,226,374,553,309,245,Good
8.43,197.0856667,247,362,555,317,244,Good
9.05,197.0601667,236,361,568,328,245,Good
7.48,198.0785,252,365,567,341,245,Good
9.19,182.1216667,264,364,571,355,242,Good
5.86,179.9556667,272,358,575,351,242,Good
4.06,179.6385,272,359,569,349,244,Good
6.22,180.3488333,264,368,558,329,247,Good
8.01,179.8378333,263,368,537,338,250,Good
8.15,179.7826667,263,377,516,355,271,Good
6.95,180.4411667,262,372,504,369,284,Good
7.73,179.4595,253,373,501,373,282,Good
5.9,179.0368333,235,374,492,381,269,Good
7.69,179.3235,226,375,502,382,281,Bad
6.12,157.8816667,217,374,515,358,283,Good
7.93,154.0511667,211,375,526,356,281,Good
7.75,153.9998333,210,378,551,354,273,Good
5.82,153.7856667,212,385,490,357,258,Good
6.69,153.6416667,213,390,523,365,243,Bad
7.02,153.8445,215,388,558,363,235,Bad
8.01,154.5711667,221,390,564,350,251,Bad
7.71,169.0045,230,382,557,334,300,Bad
7.94,168.9586667,230,381,555,317,382,Good
6.17,168.9351667,233,367,560,305,338,Good
7.66,168.744,228,351,557,319,241,Good
8.33,168.9246667,225,346,567,312,282,Good
7.04,168.9041667,217,349,577,306,278,Good
6.94,169.1055,226,351,582,305,280,Good
6.49,178.7453333,241,344,580,305,283,Good
7.19,167.911,264,345,574,306,282,Good
7.67,168.1291667,288,343,563,311,284,Good
7.22,167.65,313,344,558,314,283,Good
7.04,168.296,323,332,539,315,282,Good
8.42,168.4323333,299,342,516,333,281,Good
8.53,168.227,259,347,500,342,287,Good
7.63,168.2078333,236,343,497,331,295,Good
8.08,168.3443333,241,346,506,317,294,Good
6.31,167.9186667,248,346,508,257,282,Good
9.4,168.0823333,249,345,499,299,284,Good
8.75,164.7025,247,348,493,313,285,Good
8.41,170.0418333,251,343,498,312,279,Good
7.89,174.7641667,257,345,511,309,264,Good
8.49,173.9391667,263,324,515,312,267,Good
7.2,173.6765,268,318,499,311,265,Good
5.97,185.3615,268,320,481,308,236,Good
9.09,187.6381667,261,319,496,310,212,Good
9,187.7823333,245,312,486,316,217,Good
6.54,176.715,230,330,487,327,229,Good
7.52,167.1681667,224,349,464,344,221,Good
7.65,161.2988333,224,335,444,359,205,Good
8.07,165.0396667,224,380,439,375,214,Good
7.85,165.064,221,299,446,392,213,Good
11.31,164.8163333,217,268,465,405,212,Good
9.46,164.876,216,292,483,391,213,Good
7,172.2596667,216,314,490,404,221,Good
6.82,169.0185,204,304,485,406,227,Good
7.03,159.785,203,336,474,402,230,Good
6.62,174.9095,215,338,465,397,236,Good
7.5,192.2805,213,330,453,382,246,Good
9.27,192.1555,219,335,441,373,256,Bad
8.57,191.7083333,216,356,434,356,268,Bad
5.58,184.5073333,216,372,423,354,276,Bad
5.75,168.041,216,378,411,377,273,Bad
8.59,163.2121667,215,368,417,392,268,Bad
6.99,163.0485,213,361,428,397,251,Bad
9.56,163.0791667,212,359,443,399,248,Bad
7.56,163.17,212,357,441,402,250,Good
7.86,163.2091667,214,360,455,398,246,Good
6.72,162.8573333,215,357,456,390,250,Good
7.99,163.3651667,214,359,465,371,250,Good
7.22,169.0393333,213,372,488,358,250,Good
6.55,172.1493333,214,381,491,350,249,Good
9.01,171.8266667,217,379,498,345,251,Good
6,172.3101667,228,365,518,336,250,Good
6.03,172.9858333,244,349,525,329,240,Good
6.4,172.8595,253,338,525,327,242,Good
5.74,180.7591667,252,347,519,324,254,Good
6.87,192.1916667,243,355,505,326,254,Good
7.32,192.139,246,353,493,352,258,Good
6.79,191.9145,251,346,486,369,267,Good
6.96,191.869,252,337,474,370,250,Good
6.72,191.7015,252,331,458,356,267,Good
7.5,191.8455,246,334,444,333,264,Bad
8.71,192.1118333,262,331,430,337,256,Bad
8.17,192.0456667,263,322,424,367,257,Bad
6.04,191.9268333,263,320,435,342,258,Bad
5.15,191.816,268,323,441,341,242,Bad
7.65,192.144,268,330,447,343,252,Bad
6.79,191.415,269,337,449,339,272,Bad
9.08,185.6573333,265,336,445,341,275,Bad
9.36,179.8348333,260,347,443,338,271,Bad
8.81,179.8423333,258,363,462,330,281,Bad
7.83,179.7488333,248,369,488,337,289,Bad
9.3,180.3678333,235,372,490,341,286,Bad
5.31,180.5168333,222,376,496,340,276,Good
6.11,179.6161667,213,381,519,346,273,Good
9.54,180.0076667,208,375,532,342,271,Good
7.01,179.6078333,210,357,522,332,271,Good
8.73,178.6803333,216,349,502,318,272,Good
9,177.14,229,352,485,317,274,Good
8.07,176.989,249,355,476,320,280,Good
8.5,163.005,267,343,461,316,285,Bad
9.37,152.6073333,268,327,429,311,288,Bad
5.85,152.9945,268,315,421,312,283,Bad
7.51,153.0278333,256,315,434,320,272,Bad
8.52,153.37,254,320,450,323,265,Bad
8.4,152.8301667,256,325,461,330,271,Bad
7.63,152.037,257,332,457,339,271,Bad
6.36,153.3645,235,345,462,350,266,Bad
8.59,153.5895,209,368,478,365,279,Good
7.46,153.1793333,184,381,492,382,283,Good
8.03,152.5438333,196,374,491,382,282,Good
8.3,152.9653333,248,382,490,379,276,Good
7.06,152.7728333,260,376,492,381,275,Good
5.96,159.158,217,382,490,383,274,Good
7.84,169.562,205,384,487,380,276,Good
6.23,191.0321667,216,381,487,373,278,Good
7.89,190.8493333,232,386,495,362,277,Good
7.75,190.6935,242,391,511,347,274,Good
7.04,195.5976667,245,384,514,328,266,Good
8.85,198.2115,251,385,502,317,253,Good
7.98,198.0101667,261,384,480,309,242,Good
6.47,198.181,265,378,470,303,240,Good
7.54,197.5993333,266,379,451,308,225,Bad
4.41,197.792,274,383,445,308,226,Bad
7.94,197.4793333,292,386,435,306,240,Bad
6.85,197.4848333,296,378,441,305,247,Bad
7.79,195.1396667,305,361,452,306,249,Bad
6.83,195.1873333,322,336,470,299,250,Bad
6.17,195.133,306,328,489,296,253,Bad
8,195.1376667,295,336,502,312,236,Good
6.63,195.0885,296,349,515,322,231,Good
8.43,168.4698333,295,354,526,348,231,Good
8.43,151.1693333,293,362,554,360,236,Good
5.71,151.0366667,292,365,565,353,229,Bad
7.2,151.0876667,293,366,573,357,218,Bad
6.88,155.1375,293,372,590,328,235,Bad
5.48,163.8371667,291,366,599,306,230,Bad
5.67,164.3738333,288,353,597,287,229,Bad
7.23,163.8951667,290,347,596,321,239,Bad
6.47,164.118,293,347,584,329,250,Bad
8.24,177.133,295,342,568,336,267,Bad
7.61,180.033,294,337,588,326,276,Bad
6.11,179.9305,291,334,599,318,289,Bad
7.12,179.7358333,282,334,599,295,295,Good
5.41,179.9511667,268,341,579,291,297,Good
7.76,180.1201667,251,343,582,306,293,Good
8.41,180.1623333,237,344,598,320,278,Bad
8.02,180.0088333,236,348,600,332,262,Bad
6.03,172.7635,259,349,619,333,250,Bad
8.22,157.1231667,268,348,612,331,234,Bad
7.58,175.799,276,346,602,349,219,Bad
7.22,176.0356667,285,337,596,357,217,Bad
10.36,175.9268333,277,323,598,359,211,Bad
7.6,171.5181667,257,311,611,365,215,Bad
8.62,157.1973333,254,304,600,362,213,Bad
7.83,155.6828333,271,295,580,368,217,Bad
8.14,170.5653333,275,294,556,372,229,Bad
6.55,177.7346667,269,327,524,358,243,Bad
8.75,177.5191667,274,336,518,338,255,Good
7.61,177.7706667,269,336,489,319,269,Good
8.56,177.8138333,267,339,474,309,278,Good
8.28,178.0001667,271,352,467,313,289,Bad
9.25,178.4741667,270,340,447,325,299,Bad
6.33,177.8861667,268,331,434,337,295,Bad
8.13,177.9873333,257,334,426,342,297,Bad
5.69,177.8763333,259,351,427,337,294,Bad
8.42,177.5345,261,369,430,350,294,Bad
7.49,177.5983333,262,379,426,356,297,Bad
8.17,178.3053333,268,388,422,350,299,Bad
6.96,177.7035,271,383,436,349,298,Bad
6.43,177.5781667,271,384,472,343,295,Bad
8.14,178.2005,272,382,483,340,296,Bad
6.85,177.9253333,273,384,483,343,290,Bad
7.84,182.9291667,274,385,482,346,280,Bad
9.41,184.0726667,275,379,474,335,265,Bad
8.84,193.348,273,382,479,322,259,Bad
5.37,192.3255,275,383,482,323,256,Bad
7.97,190.8275,287,292,487,325,254,Bad
8.53,190.8523333,296,409,487,324,250,Bad
7.06,167.1241667,291,570,483,331,246,Good
6.49,164.0913333,276,595,474,337,255,Good
7.11,161.4325,262,503,464,322,253,Good
6.95,160.6785,257,420,467,319,250,Good
5.87,160.7643333,265,375,494,317,250,Good
8.64,161.1971667,281,360,507,323,248,Good
6.55,161.175,294,338,488,315,238,Good
4.79,160.6566667,291,327,498,321,224,Good
7.53,160.6835,271,325,500,315,213,Good
6.73,161.1323333,238,333,492,314,209,Good
8.16,161.0098333,223,346,501,317,208,Good
7.97,160.6618333,228,342,500,311,210,Good
7.16,168.0438333,199,323,504,315,221,Good
7.3,188.3493333,143,314,506,325,239,Good
7.93,188.0338333,149,308,500,332,256,Good
5.64,188.2555,220,299,505,353,254,Good
5.57,188.4291667,230,300,511,376,251,Good
6.56,188.0205,232,320,505,385,247,Good
6.13,188.2535,229,298,496,380,237,Good
7.8,187.8598333,224,303,491,378,229,Good
6.88,188.3708333,218,324,500,380,226,Good
7.45,188.251,222,340,505,380,225,Good
7.17,187.7536667,216,344,502,381,223,Good
8.37,188.039,218,349,496,389,222,Good
10.53,190.5551667,224,351,484,391,219,Good
7.56,176.2371667,228,344,474,387,216,Good
7.4,157.6431667,229,339,474,390,216,Good
8.15,157.9595,229,350,488,388,219,Good
8.08,158.0508333,232,351,499,391,223,Good
8.17,158.1903333,230,358,483,383,231,Good
8.16,160.699,229,360,477,381,238,Good
8.13,164.3096667,230,357,486,377,260,Good
7.57,163.8968333,229,362,492,380,280,Good
6.75,163.9415,228,335,511,393,289,Good
10.57,164.9041667,225,302,532,397,290,Good
7.52,173.5833333,221,347,563,395,281,Good
7.75,174.0541667,217,349,578,389,271,Good
6.67,173.8018333,220,350,583,381,265,Bad
7.13,173.7981667,229,359,590,364,264,Bad
6.86,171.7191667,230,363,576,348,262,Bad
7.53,171.054,222,358,573,323,259,Bad
8.65,170.5811667,225,353,586,318,248,Bad
7.53,173.0868333,224,358,583,316,240,Bad
7.55,172.7673333,220,358,564,336,237,Bad
6.67,172.2411667,227,365,547,347,240,Bad
8.23,163.394,237,377,534,352,246,Good
8.17,159.3203333,248,374,520,351,238,Good
7.49,160.6806667,264,387,501,350,237,Good
6.35,168.2593333,280,424,490,347,226,Good
6.35,167.7458333,287,401,487,347,214,Good
7.07,167.77,276,362,491,352,212,Good
5.69,165.4618333,272,384,490,353,232,Good
7.42,164.0795,279,408,482,350,280,Good
7.92,162.0011667,284,431,479,351,271,Good
5.47,160.8,288,435,484,348,221,Bad
8.49,184.4896667,290,412,491,352,250,Bad
7.33,192.0656667,282,383,496,360,259,Good
8.22,191.9345,272,377,498,363,260,Bad
8.7,192.3978333,259,365,491,362,262,Good
5.21,188.1085,251,351,488,363,270,Good
7.67,187.0298333,253,332,491,364,268,Good
7.95,187.1368333,260,318,485,363,266,Good
7.08,186.9228333,268,318,477,361,267,Good
8.57,186.9448333,273,321,474,362,260,Good
7.59,186.7116667,273,319,449,367,246,Bad
6.53,186.6695,275,316,436,356,230,Bad
10.27,187.2898333,270,318,424,347,219,Bad
8.01,187.227,262,325,417,362,219,Bad
6.47,186.8456667,261,326,417,324,222,Bad
7.8,169.0381667,260,321,420,351,224,Bad
8.03,164.4323333,256,315,420,363,224,Bad
6.87,191.0258333,253,320,426,359,230,Bad
8.01,190.841,256,319,440,358,239,Bad
7.45,190.9623333,257,320,441,356,249,Bad
7.97,189.7368333,258,326,437,364,247,Bad
8.63,180.9948333,257,335,427,366,233,Bad
7.55,180.8988333,256,338,414,361,227,Bad
7.59,180.9095,261,332,411,360,230,Bad
7.46,181.0901667,254,330,438,340,228,Bad
7.8,180.6558333,237,335,439,335,221,Bad
9.07,181.2113333,223,326,446,340,220,Bad
8.61,180.9283333,212,327,452,341,217,Good
8.09,181.0965,217,335,445,345,222,Good
6.2,186.6378333,238,341,426,343,220,Good
9.88,186.8881667,249,341,424,345,213,Bad
8.36,187.1303333,241,339,452,340,219,Bad
7.08,186.971,227,332,447,354,221,Bad
7.38,186.7908333,218,322,430,351,221,Bad
5.83,187.246,226,329,431,351,229,Bad
7.97,187.176,231,331,437,355,248,Bad
6.6,187.286,232,325,453,355,265,Bad
7.23,192.9805,246,312,466,353,274,Bad
6.95,192.9246667,257,310,484,354,273,Bad
7.17,193.3368333,259,328,488,361,267,Good
8.4,192.976,251,324,491,340,256,Good
6.76,193.1541667,251,327,509,344,249,Good
6.65,193.443,255,327,535,356,252,Good
7.63,192.9456667,257,333,541,364,256,Good
8.92,193.0033333,262,344,473,362,257,Good
7.36,194.411,276,352,480,365,245,Good
7.21,175.0818333,289,380,502,361,228,Good
7.32,168.0098333,292,387,501,346,217,Good
9.57,168.0616667,282,384,487,342,210,Good
5.64,167.9798333,286,385,475,315,208,Good
8.39,167.534,279,385,469,340,196,Good
8.89,168.061,257,384,454,432,220,Good
7.18,169.2518333,236,376,467,344,239,Good
6.92,160.7256667,232,382,487,351,231,Good
8.15,160.4846667,233,373,490,397,234,Good
7.63,158.698,236,373,476,401,246,Good
8.72,158.8416667,237,387,467,386,260,Good
7.63,159.3455,232,384,453,384,271,Good
7.31,159.3918333,235,383,446,386,268,Bad
7.81,159.063,236,381,448,392,260,Bad
7.49,158.5938333,238,374,448,395,252,Bad
7.52,158.819,251,368,442,392,246,Good
8.43,158.6498333,265,378,460,386,209,Good
8.6,165.6233333,282,400,461,392,208,Good
8.23,200.36,275,399,460,400,216,Good
9.23,200.1325,253,375,450,393,207,Bad
6.84,199.758,237,377,443,395,207,Bad
7.41,190.3338333,239,372,444,377,214,Bad
8.54,188.1356667,230,358,458,380,227,Bad
7.89,193.1148333,213,346,454,363,241,Good
8.16,192.677,200,340,388,358,256,Good
7.33,192.9335,196,334,383,365,259,Good
6.32,192.7405,198,329,547,373,262,Good
7.8,192.7985,205,335,558,373,266,Good
7.4,192.838,206,331,496,355,266,Good
7.97,192.8676667,205,333,472,345,263,Good
5.99,193.0228333,204,360,455,373,256,Good
5,154.054,202,334,452,365,241,Good
6.7,180.4725,205,359,456,362,229,Good
5.93,197.4965,212,357,441,367,224,Good
6.76,197.9591667,229,348,473,369,229,Good
6.36,197.8596667,245,341,485,373,255,Good
8.47,199.1638333,261,335,507,371,260,Good
6.27,200.1428333,278,326,530,370,248,Good
6.78,192.4795,290,317,544,360,243,Good
7.16,186.0595,292,323,538,346,242,Good
7.12,185.8571667,290,325,524,356,242,Good
5.29,185.6786667,287,322,574,343,243,Good
6.87,186.0636667,275,320,504,325,242,Good
7.29,185.061,267,314,482,319,244,Good
7.14,185.5011667,261,312,467,329,249,Good
8.19,185.764,268,313,454,341,250,Good
7.21,185.5921667,277,295,457,365,252,Good
8.23,186.1993333,286,288,455,372,247,Bad
7.05,185.9945,295,283,442,388,251,Bad
9.2,185.7371667,298,361,435,405,255,Bad
5.37,186.1113333,300,363,446,406,255,Bad
8.37,186.0315,299,318,468,394,248,Bad
6.25,185.9225,293,304,479,391,231,Good
7.55,185.6213333,283,299,485,390,213,Good
7.38,186.1303333,258,302,496,385,205,Good
7.68,186.0598333,234,315,490,371,206,Good
7.2,185.9505,231,328,478,369,206,Good
7.12,186.0943333,220,344,468,373,202,Good
7.41,186.741,226,354,471,342,207,Good
7.57,187.7171667,230,360,487,335,206,Good
6.09,187.5981667,241,366,510,342,217,Good
7.84,187.8753333,243,356,518,344,217,Good
9.23,188.8196667,239,352,530,341,214,Good
7.83,177.6158333,226,362,531,365,213,Good
7.26,151.0051667,214,361,528,384,206,Good
7.01,151.3065,212,359,536,375,201,Bad
5.77,151.1656667,220,359,527,339,203,Bad
7.37,150.95,225,360,527,324,203,Bad
8.93,151.0938333,223,362,529,322,203,Bad
8.2,150.9718333,217,362,529,319,205,Bad
8.02,151.3978333,217,365,525,313,210,Bad
6.22,151.1351667,220,364,524,319,223,Bad
7.03,150.6096667,218,356,522,324,238,Good
8.53,150.8858333,220,355,519,323,255,Good
7.73,151.128,226,359,526,322,271,Good
6.4,156.6875,229,365,525,327,278,Good
7.89,178.9348333,218,364,526,332,268,Good
7.82,179.0203333,222,357,522,336,247,Good
7.97,178.7403333,221,347,520,348,230,Good
8.54,178.4226667,221,342,501,351,221,Good
7.9,179.4031667,221,346,482,368,222,Good
6.07,179.1446667,217,344,468,374,220,Good
8.41,178.8366667,211,340,471,331,250,Good
7.69,178.7245,211,342,493,304,260,Good
4.78,169.1965,212,344,503,298,259,Good
8.19,168.8216667,206,339,500,299,270,Good
7.98,169.0681667,218,342,504,302,260,Good
7.29,168.4781667,242,342,512,297,245,Good
7.62,175.768,257,337,539,296,229,Good
9.56,180.1218333,274,330,514,275,215,Good
6.21,181.4776667,286,321,514,312,206,Good
7.66,183.879,283,317,523,290,202,Good
7.76,183.8811667,263,319,527,295,205,Good
7.41,184.1651667,248,323,533,300,207,Good
7.38,184.2306667,240,324,500,300,209,Good
8.14,157.6051667,224,314,480,299,221,Good
9.03,155.3715,194,317,475,293,237,Good
6.9,155.1451667,221,339,463,295,252,Good
7.97,155.5345,253,338,461,295,263,Good
9.06,156.0381667,247,324,456,296,262,Good
8.75,156.2933333,249,326,488,300,251,Good
7.06,156.3475,248,342,531,299,246,Good
6.83,155.9116667,232,338,525,310,243,Good
7.55,155.8146667,204,327,497,332,239,Good
7.17,156.1446667,248,310,477,335,243,Good
9.07,156.305,261,293,474,329,235,Good
8.8,156.0341667,257,303,475,344,228,Good
6.91,155.7806667,255,304,478,351,235,Good
7.88,156.4791667,252,331,479,365,240,Good
10.65,155.9823333,252,337,477,376,240,Good
8.39,155.8413333,252,322,474,378,241,Good
7.65,155.9335,251,306,473,375,238,Good
7.72,155.8305,242,345,478,374,231,Good
5.61,155.8111667,226,329,469,374,227,Good
7.74,157.304,231,319,489,373,230,Good
7.65,159.9761667,227,305,479,370,236,Good
6.94,159.6918333,246,303,469,369,238,Good
5.67,167.2313333,266,311,468,371,235,Good
7.96,196.3376667,270,322,474,372,221,Good
5.58,196.0585,268,326,472,370,218,Good
5.47,196.1823333,259,343,482,368,214,Good
6.13,195.147,243,336,477,379,217,Good
7.05,183.1615,244,319,465,406,231,Good
8.35,182.5321667,246,334,462,411,247,Good
7.93,182.7783333,242,335,466,357,253,Good
7.99,182.7901667,240,329,471,358,247,Good
7.49,183.7583333,247,320,499,356,243,Good
5.42,182.8966667,246,320,543,361,246,Good
6.57,182.5365,250,328,555,362,255,Good
8.35,183.0378333,241,340,554,344,262,Good
5.62,186.4436667,231,357,553,331,267,Good
7.53,195.2128333,247,372,545,331,271,Good
5.54,198.1016667,262,382,533,341,276,Good
8.8,197.965,266,385,516,355,290,Good
6.85,163.4883333,249,381,521,368,267,Good
5.57,158.1768333,236,377,520,384,241,Good
7.21,157.771,235,380,488,394,232,Good
5.98,153.7648333,234,374,517,394,229,Good
7.04,154.4743333,234,356,506,384,226,Good
7.86,153.561,235,347,508,382,230,Good
6.31,152.0911667,232,387,516,373,224,Good
5.85,151.9455,231,477,508,386,231,Good
7.96,197.7635,234,506,487,387,231,Good
6.92,197.9781667,233,299,497,380,232,Good
8.12,197.937,232,144,487,378,223,Good
6.33,197.984,233,188,511,361,218,Good
6.64,198.0325,232,296,502,354,223,Good
7.26,198.4653333,242,350,503,357,234,Good
7.4,176.3916667,260,345,491,366,232,Good
7.73,165.9605,243,347,461,378,224,Good
10.3,165.9413333,273,350,461,385,202,Good
7.33,169.0995,292,358,451,380,212,Good
7,170.0505,289,357,448,383,218,Good
7.16,169.931,283,359,454,393,209,Bad
9.04,169.869,282,374,458,388,211,Bad
7.95,170.1238333,283,376,465,366,213,Good
6.32,166.9823333,285,371,458,351,211,Bad
8.38,162.8413333,276,355,463,344,215,Bad
6.6,163.168,289,340,457,330,230,Good
8.63,162.8385,287,339,454,319,248,Bad
9.25,178.6806667,263,339,462,315,261,Bad
8.8,190.1993333,273,339,473,317,270,Bad
6.8,174.1715,287,336,485,317,285,Bad
7.59,152.2598333,283,333,499,315,266,Bad
7.66,152.1901667,279,330,507,312,257,Good
6.75,151.6426667,270,337,547,314,253,Good
7.49,151.9958333,270,344,570,318,255,Good
9.17,178.7916667,273,341,573,322,260,Good
7.26,186.6678333,272,339,576,321,265,Bad
9.52,187.113,274,345,567,306,271,Good
7.85,187.1193333,281,352,580,310,276,Good
8.55,187.899,281,358,578,319,275,Good
6.76,187.9116667,278,358,557,322,266,Good
8.76,179.6405,274,353,535,315,270,Good
7.13,155.558,258,361,533,326,270,Good
7.54,152.0338333,251,369,532,329,271,Good
6.23,166.4286667,239,370,536,328,283,Good
6.88,168.1171667,245,371,542,333,275,Good
8.63,168.04,258,374,542,321,272,Good
8.61,168.0111667,266,374,538,317,271,Good
7.87,167.9541667,281,368,537,340,264,Good
8.55,168.0858333,286,367,532,355,269,Good
6.72,168.3541667,289,367,533,358,269,Good
7.64,169.3731667,286,365,536,338,270,Good
5.95,173.7881667,277,366,534,346,261,Good
5.71,173.6516667,274,372,529,299,267,Good
7.08,173.8788333,273,376,519,310,270,Good
8.45,173.8125,283,375,510,333,270,Good
5.86,174.0545,286,375,508,338,277,Good
7.27,173.9468333,286,355,489,330,283,Good
7.44,173.9845,280,368,474,337,271,Good
8.76,173.6218333,267,369,463,336,270,Bad
8.14,182.2398333,252,366,448,337,273,Bad
9.47,190.8133333,247,357,458,342,279,Bad
8.82,195.8413333,271,347,472,352,275,Bad
6.26,195.9631667,283,346,484,360,262,Bad
7.33,166.0323333,297,350,489,351,247,Bad
5.77,162.8833333,262,350,507,334,248,Good
6.44,163.1238333,233,340,509,316,261,Good
8.61,163.405,247,330,501,298,259,Good
7.78,192.2811667,269,330,520,304,254,Good
7.73,191.741,278,342,537,304,259,Good
7.74,192.052,294,353,516,278,258,Good
6.76,192.1701667,296,366,531,370,265,Good
7.5,197.8256667,285,376,551,350,275,Good
7.15,197.5166667,277,379,566,313,276,Good
7.75,197.848,274,381,575,299,280,Good
7.36,197.8025,274,392,575,290,270,Good
9.63,197.8293333,276,388,612,304,264,Good
7.07,197.8631667,280,381,674,298,264,Good
6.93,198.0121667,286,383,698,308,264,Good
7.09,198.1301667,272,378,691,304,264,Good
9.31,180.8758333,269,372,671,291,264,Good
7.36,170.3683333,266,365,648,321,264,Good
6.41,166.186,268,357,624,304,262,Bad
8.11,162.7681667,278,370,604,373,261,Bad
8.5,163.2051667,277,356,587,342,266,Bad
7.02,162.7433333,275,350,566,347,271,Bad
7.76,162.5868333,278,366,548,343,272,Good
8.41,179.975,277,372,535,314,271,Good
8.51,191.5478333,275,358,522,304,271,Good
6.05,192.091,277,389,505,360,269,Good
6.72,191.8448333,279,394,485,372,268,Good
7.62,192.3138333,274,412,475,364,273,Bad
6.73,191.8953333,263,358,482,364,279,Bad
8.17,192.0373333,254,342,498,370,278,Bad
8.19,191.7751667,246,397,521,370,281,Good
7.68,191.8971667,250,392,537,369,277,Good
6.15,192.493,264,378,546,359,268,Good
6.74,192.3131667,273,369,554,348,260,Good
8.85,187.6478333,284,375,537,350,255,Good
8.24,164.998,294,376,524,366,254,Good
5.93,164.7726667,289,372,516,366,251,Good
7.67,164.9038333,263,380,497,374,245,Good
6.09,164.3536667,253,378,473,376,255,Good
7.6,164.766,245,377,473,372,261,Good
10,164.9525,239,379,474,370,234,Good
6.63,164.9975,229,372,468,372,223,Good
8.16,164.937,221,374,461,371,231,Good
9.53,164.982,220,371,464,375,230,Good
9.69,165.5226667,221,366,466,386,234,Good
7.33,179.6425,224,364,458,385,250,Good
6.75,179.7701667,222,372,488,387,241,Good
8.09,188.5376667,221,360,523,393,241,Good
3.41,196.7606667,222,328,528,392,241,Good
7.49,196.9236667,225,343,536,389,243,Good
7.36,197.0425,226,358,539,382,243,Good
8.38,183.991,224,376,530,373,240,Good
6.98,184.1033333,232,376,531,356,238,Good
8.02,188.9686667,229,368,542,334,234,Good
6.68,191.8368333,224,334,534,331,228,Good
7.56,191.8455,218,257,512,336,223,Good
7.46,192.3561667,222,301,494,321,219,Good
7.34,191.6011667,224,355,485,326,219,Good
9.46,191.3416667,224,355,490,335,220,Good
7.15,191.8893333,222,337,488,342,220,Good
